Key,Summary,Status,Affected Versions
HIVE-22826, ALTER TABLE RENAME COLUMN doesn't update list of bucketed column names,Closed,4.0.0
HIVE-22824,JoinProjectTranspose rule should skip Projects containing windowing expression,Closed,4.0.0
HIVE-22807,NoSuchMethodError when running hive or schematool,Resolved,3.1.2
HIVE-22769,Incorrect query results and query failure during split generation for compressed text files,Closed,"3.1.0, 3.0.0"
HIVE-22758,Create database with permission error when doas set to true,Closed,"3.1.0, 3.0.0"
HIVE-22739,Schematool should check if upgradeFrom version is identical to current DB schema version,Closed,4.0.0
HIVE-22712,ReExec Driver execute submit the query in default queue irrespective of user defined queue,Closed,3.1.2
HIVE-22710,OOM Exception when enable CBO,Resolved,"3.1.0, 3.1.2"
HIVE-22708,Test fix for http transport,Closed,4.0.0
HIVE-22693,Modify fs.defaultFS. The location of the new table does not change. It is still the value of fs.defaultFS before modification,Resolved,3.1.0
HIVE-22687,Query hangs indefinitely if LLAP daemon registers after the query is submitted,Closed,3.1.0
HIVE-22670,ArrayIndexOutOfBoundsException when vectorized reader is used for reading a parquet file,Closed,"2.3.6, 3.1.2"
HIVE-22664, Error while waiting for Remote Spark Driver to connect back to HiveServer2,Resolved,2.1.1
HIVE-22663,Quote all table and column names or do not quote any,Closed,4.0.0
HIVE-22639,Bucket file name does not match bucket id after query based major compaction,Resolved,"3.1.0, 3.0.0"
HIVE-22636,Data loss on skewjoin for ACID tables.,Resolved,4.0.0
HIVE-22633,GroupByOperator may throw NullPointerException when setting data skew optimization parameters,Resolved,"3.1.0, 3.1.1, 4.0.0"
HIVE-22601,Some columns will be lost when a UDTF has multiple aliases in some cases,Resolved,"2.1.1, 2.2.0, 2.3.6, 3.1.2"
HIVE-22578,CBO genOPTree is not failsafe for CTAS and VIEW statements,Closed,"3.0.0, 3.1.2"
HIVE-22566,Drop table involved in materialized view leaves the table in inconsistent state,Closed,3.1.0
HIVE-22555,Upgrade ORC version to 1.5.8,Closed,4.0.0
HIVE-22546,Postgres schema not using quoted identifiers for certain tables,Closed,4.0.0
HIVE-22544,Disable null sort order at user level,Closed,4.0.0
HIVE-22537,getAcidState() not saving directory snapshot causes multiple calls to S3 api,Closed,4.0.0
HIVE-22527,Hive on Tez : Job of merging small files will be submitted into another queue (default queue),Closed,"3.1.0, 3.1.1"
HIVE-22522,llap doesn't work using complex join operation,Resolved,3.1.1
HIVE-22514,HiveProtoLoggingHook might consume lots of memory,Closed,4.0.0
HIVE-22480,IndexOutOfBounds exception while reading ORC files written with empty positions list in first row index entry,Resolved,"1.2.2, 2.3.6"
HIVE-22461,NPE Metastore Transformer,Closed,3.1.2
HIVE-22453,Describe table unnecessarily fetches partitions,Closed,"2.3.6, 3.1.2"
HIVE-22420,DbTxnManager.stopHeartbeat() should be thread-safe,Closed,3.1.0
HIVE-22412,StatsUtils throw NPE when explain,Closed,"1.2.1, 2.0.0, 3.0.0"
HIVE-22410,CachedStore Prewarm Failure NPE,Resolved,"2.3.7, 3.1.2"
HIVE-22408,The fix for CALCITE-2991 creates wrong results on edge case,Closed,3.1.2
HIVE-22407,Hive metastore upgrade scripts have incorrect (or outdated) comment syntax,Closed,"3.1.2, 4.0.0"
HIVE-22400,UDF minute with time returns NULL,Closed,3.1.0
HIVE-22393,"HiveStreamingConnection: Exception in beginTransaction causes AbstractRecordWriter to throw NPE, covering up real exception",Closed,3.1.2
HIVE-22375,ObjectStore.lockNotificationSequenceForUpdate is leaking query in case of error,Closed,4.0.0
HIVE-22373,File Merge tasks fail when containers are reused,Closed,3.1.2
HIVE-22368,Hive JDBC Storage Handler: some mysql data type can not be cast to hive data type,Closed,"3.1.0, 3.1.1, 4.0.0"
HIVE-22360,MultiDelimitSerDe returns wrong results in last column when the loaded file has more columns than those in table schema,Closed,4.0.0
HIVE-22351,Fix incorrect threaded ObjectStore usage in TestObjectStore,Closed,4.0.0
HIVE-22344,I can't run hive in command line,Resolved,3.1.2
HIVE-22336,Updates should be pushed to the Metastore backend DB before creating the notification event,Closed,4.0.0
HIVE-22325,variable expansion doesn't work in beeline-site.xml,Closed,"3.1.0, 3.1.1, 3.1.2"
HIVE-22317,Beeline-site parser does not handle the variable substitution correctly,Closed,4.0.0
HIVE-22313,"Some of the HMS auth LDAP hive config names do not start with ""hive.""",Resolved,4.0.0
HIVE-22301,Hive lineage is not generated for insert overwrite queries on partitioned tables,Closed,3.1.2
HIVE-22290,ObjectStore.cleanWriteNotificationEvents and ObjectStore.cleanupEvents OutOfMemory on large number of pending events,Resolved,4.0.0
HIVE-22268,schematool references wrong scripts directory,Resolved,"2.3.6, 3.1.2"
HIVE-22255,Hive don't trigger Major Compaction automatically if table contains only base files ,Resolved,3.1.2
HIVE-22247,HiveHFileOutputFormat throws FileNotFoundException when partition's task output empty,Resolved,"2.2.0, 3.0.0"
HIVE-22227,Tez bucket pruning produces wrong result with shared work optimization,Closed,4.0.0
HIVE-22208,Column name with reserved keyword is unescaped when query including join on table with mask column is re-written,Closed,"3.1.0, 4.0.0"
HIVE-22207,"Tez: SplitGenerator throws NumberFormatException when ""dfs.block.size"" on cluster is ""128m""",Closed,"2.1.0, 3.1.0"
HIVE-22201,ConvertJoinMapJoin#checkShuffleSizeForLargeTable throws ArrayIndexOutOfBoundsException if no big table is selected,Closed,3.0.0
HIVE-22197,Common Merge join throwing class cast exception ,Closed,4.0.0
HIVE-22196,Socket timeouts happen when other drivers set DriverManager.loginTimeout,Resolved,"1.2.1, 2.0.0, 3.1.2"
HIVE-22190,Class HiveMetaStoreClient fails to instantiate when running on Java 11,Closed,"2.3.6, 3.1.2"
HIVE-22178,Parquet FilterPredicate throws CastException after SchemaEvolution.,Closed,3.1.0
HIVE-22173,Query with multiple lateral views hangs during compilation,Closed,"3.1.1, 4.0.0-alpha-1"
HIVE-22170,from_unixtime and unix_timestamp should use user session time zone,Closed,"3.1.0, 3.1.1, 3.1.2, 3.2.0, 4.0.0"
HIVE-22165,Synchronisation introduced by HIVE-14296 on SessionManager.closeSession causes high latency in a busy hive server,Closed,"2.1.0, 2.3.2"
HIVE-22164,Vectorized Limit operator returns wrong number of results with offset,Closed,4.0.0
HIVE-22162,MVs are not using ACID tables by default,Closed,3.1.2
HIVE-22161,UDF: FunctionRegistry synchronizes on org.apache.hadoop.hive.ql.udf.UDFType class,Closed,"1.2.2, 3.1.2, 4.0.0"
HIVE-22134,Hive 3.1 driver includes org.glassfish.jersey.* which can interfer with an application,Closed,3.1.0
HIVE-22129,Hive 3.1 standalone JAR includes Microsoft SQL Server JDBC driver,Closed,3.1.0
HIVE-22124,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions with limit,Resolved,4.0.0
HIVE-22121,Turning on hive.tez.bucket.pruning produce wrong results,Closed,"3.1.0, 4.0.0"
HIVE-22120,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions,Closed,4.0.0
HIVE-22114,insert query for partitioned insert only table failing when all buckets are empty,Closed,3.1.0
HIVE-22113,Prevent LLAP shutdown on AMReporter related RuntimeException,Resolved,3.1.1
HIVE-22110,Initialize ReplChangeManager before starting actual dump,Closed,4.0.0
HIVE-22109,Hive.renamePartition expects catalog name to be set instead of using default,Closed,4.0.0
HIVE-22108,Cannot use structured field in a window function for a text table,Resolved,3.0.0
HIVE-22107,Correlated subquery producing wrong schema,Closed,4.0.0
HIVE-22093,JdbcStorageHandler query mysql with wrong offset,Resolved,2.3.5
HIVE-22080,Prevent implicit conversion from String/char/varchar to double/decimal,Closed,4.0.0
HIVE-22076,JDK11: Remove ParallelGC in debug.sh,Closed,4.0.0
HIVE-22075,Fix the max-reducers=1 regression from HIVE-14200,Closed,"3.1.1, 4.0.0"
HIVE-22056,"Beeline started with -f <script-file>, exit code is 0 even if unable to connect to HS2",Closed,"3.1.0, 3.1.1, 4.0.0"
HIVE-22054,Avoid recursive listing to check if a directory is empty,Closed,"0.13.0, 1.2.0, 2.1.0, 2.3.5, 3.1.1"
HIVE-22045,HIVE-21711 introduced regression in data load,Closed,4.0.0
HIVE-22044,No way to start HiveServer2,Resolved,2.3.5
HIVE-22033,HiveServer2: fix delegation token renewal,Closed,2.3.5
HIVE-22009,CTLV with user specified location is not honoured ,Resolved,"3.1.1, 4.0.0"
HIVE-22008,LIKE Operator should match multi-line input ,Closed,"2.3.4, 4.0.0"
HIVE-22007,Do not push unsupported types to specific JDBC sources from Calcite,Closed,4.0.0
HIVE-21999,Add sensitive ABFS configuration properties to HiveConf hidden list,Closed,3.0.0
HIVE-21992,REPL DUMP throws NPE when dumping Create Function event.,Closed,"3.2.0, 4.0.0"
HIVE-21986,HiveServer Web UI: Setting the Strict-Transport-Security in default response header,Closed,3.1.1
HIVE-21976,Offset should be null instead of zero in Calcite HiveSortLimit,Closed,4.0.0
HIVE-21971,HS2 leaks classloader due to `ReflectionUtils::CONSTRUCTOR_CACHE` with temporary functions + GenericUDF,Closed,2.3.4
HIVE-21970,Avoid using RegistryUtils.currentUser(),Closed,"3.2.0, 4.0.0"
HIVE-21969,Beeline doesnt support HiveQL,Resolved,2.3.5
HIVE-21966,Llap external client - Arrow Serializer throws ArrayIndexOutOfBoundsException in some cases,Closed,3.1.1
HIVE-21957,Create temporary table like should omit transactional properties,Closed,4.0.0
HIVE-21951,Llap query on external table with header or footer returns incorrect row count.,Resolved,"2.4.0, 3.2.0, 4.0.0"
HIVE-21941,Use checkstyle ruleset in Pre Upgrade Tool project ,Closed,3.1.0
HIVE-21940,Metastore: Postgres text <-> clob mismatch for PARTITION_PARAMS/PARAM_VALUE,Closed,3.2.0
HIVE-21938,Add database and table filter options to PreUpgradeTool,Closed,3.1.0
HIVE-21935,Hive Vectorization : degraded performance with vectorize UDF  ,Closed,3.1.1
HIVE-21931,Slow compaction for tiny tables,Resolved,3.1.0
HIVE-21927,HiveServer Web UI: Setting the HttpOnly option in the cookies,Closed,3.1.1
HIVE-21925,HiveConnection retries should support backoff,Closed,"3.2.0, 4.0.0"
HIVE-21917,COMPLETED_TXN_COMPONENTS table is never cleaned up unless Compactor runs,Closed,"3.1.0, 3.1.1"
HIVE-21913,GenericUDTFGetSplits should handle usernames in the same way as LLAP,Closed,"3.2.0, 4.0.0"
HIVE-21902,HiveServer2 UI: jetty response header needs X-Frame-Options,Closed,3.1.0
HIVE-21901,Join queries across different datasources (Druid and JDBC StorageHandler),Resolved,3.1.1
HIVE-21897,Setting serde / serde properties for partitions,Closed,3.1.1
HIVE-21896,SHOW FUNCTIONS / SHOW FUNCTIONS LIKE - clarify,Closed,3.1.1
HIVE-21892,Trusted domain authentication should look at X-Forwarded-For header as well,Closed,4.0.0
HIVE-21880,Enable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,Resolved,4.0.0
HIVE-21879,Disable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,Closed,4.0.0
HIVE-21873,Hive Cann't drop table in different hdfs clusters,Resolved,"2.3.0, 2.3.1, 2.3.2, 2.3.3, 2.3.4, 2.3.5"
HIVE-21864,LlapBaseInputFormat#closeAll() throws ConcurrentModificationException,Closed,3.1.1
HIVE-21862,ORC ppd produces wrong result with timestamp,Closed,4.0.0
HIVE-21850,branch-3 metastore installation installs wrong version,Resolved,3.2.0
HIVE-21837,MapJoin is throwing exception when selected column is having completely null values,Closed,3.0.0
HIVE-21831,Stats should be reset correctly during load of a partitioned ACID table,Closed,"3.1.0, 3.0.0, 3.1.1"
HIVE-21829,HiveMetaStore authorization issue with AlterTable and DropTable events,Closed,3.1.2
HIVE-21826,Backport HIVE-21786 to branch-3,Resolved,3.2.0
HIVE-21825,Improve client error msg when Active/Passive HA is enabled,Closed,"3.2.0, 4.0.0"
HIVE-21821,Backport HIVE-21739 to branch-3.1,Closed,3.1.1
HIVE-21811,Load data into partitioned table throws NPE if DB is enabled for replication.,Closed,4.0.0
HIVE-21809,Backport HIVE-21786 to branch-2.3,Closed,2.3.5
HIVE-21808,Backport HIVE-21786 to branch-3.1,Closed,3.1.1
HIVE-21806,Renaming a table to another db does not handle Impala stats in partitoned tables,Resolved,3.1.0
HIVE-21803,"The result of ""insert overwrite table"" is inconsistent with the original table",Resolved,2.3.0
HIVE-21791,Fix Surrogate Key issue for insert with select with limit operations,Closed,3.1.1
HIVE-21786,Update repo URLs in poms,Closed,"2.3.5, 3.1.1, 4.0.0"
HIVE-21778,"CBO: ""Struct is not null"" gets evaluated as `nullable` always causing filter miss in the query",Closed,"2.3.5, 4.0.0"
HIVE-21776,Replication fails to replicate a UDF with jar on HDFS during incremental,Closed,4.0.0
HIVE-21768,JDBC: Strip the default union prefix for un-enclosed UNION queries,Closed,"3.1.1, 4.0.0"
HIVE-21758,DBInstall tests broken on master and branch-3.1,Closed,3.1.1
HIVE-21756,Backport HIVE-21404 to branch-3: MSSQL upgrade script alters the wrong column,Closed,3.1.1
HIVE-21755,Backport HIVE-21462 to branch-3: Upgrading SQL server backed metastore when changing data type of a column with constraints,Closed,3.1.1
HIVE-21753,Update HiveMetastore authorization to enable use of HiveAuthorizer implementation,Closed,3.1.2
HIVE-21750,INSERT OVERWRITE with empty result set does not clear transactional table,Resolved,4.0.0
HIVE-21742,Vectorization: CASE result type casting,Closed,3.1.1
HIVE-21741,Backport HIVE-20221 & related fix HIVE-20833 to branch-3: Increase column width for partition_params,Resolved,3.1.1
HIVE-21730,HiveStatement.getQueryId throws TProtocolException when response is null.,Closed,4.0.0
HIVE-21729,Arrow serializer sometimes shifts timestamp by one second,Closed,4.0.0
HIVE-21722,REPL:: logs are missing in hiveStatement.getQueryLog output during parallel execution mode.,Closed,4.0.0
HIVE-21717,Rename is failing for directory in move task ,Closed,4.0.0
HIVE-21711,Regression caused by HIVE-21279 for blobstorage fs,Closed,4.0.0
HIVE-21706,REPL Dump with concurrent drop of external table fails with InvalidTableException.,Closed,4.0.0
HIVE-21702,Queries with filter on a partition column fail when using standalone metastore,Resolved,3.1.0
HIVE-21700,Hive incremental load going OOM while adding load task to the leaf nodes of the DAG.,Closed,4.0.0
HIVE-21698,TezSessionState#ensureLocalResources() causes IndexOutOfBoundsException while localizing resources,Closed,3.1.1
HIVE-21694,Hive driver wait time is fixed for task getting executed in parallel.,Closed,4.0.0
HIVE-21686,Brute Force eviction can lead to a random uncontrolled eviction pattern.,Closed,3.1.1
HIVE-21677,Using strict managed tables for ACID table testing (Replication tests),Closed,4.0.0
HIVE-21675,CREATE VIEW IF NOT EXISTS broken,Closed,3.1.1
HIVE-21669,HS2 throws NPE when HiveStatement.getQueryId is invoked and query is closed concurrently.,Closed,4.0.0
HIVE-21660,Wrong result when union all and later view with explode is used,Closed,3.1.1
HIVE-21654,External table location is not preserved at target when base dir is set as /.,Closed,4.0.0
HIVE-21641,Llap external client returns decimal columns in different precision/scale as compared to beeline,Closed,3.1.1
HIVE-21632,"Hive should not push partition columns to the Parquet predicate, even if the data file contains the partition column",Resolved,4.0.0
HIVE-21631,Enhance metastore API to allow bulk-loading materialized views,Closed,"3.1.1, 3.2.0"
HIVE-21624,LLAP: Cpu metrics at thread level is broken,Closed,"3.2.0, 4.0.0"
HIVE-21614,Derby/Oracle does not support CLOB comparisons,Resolved,"2.3.4, 3.0.0"
HIVE-21597,WM trigger validation should happen at the time of create or alter,Closed,"3.2.0, 4.0.0"
HIVE-21594,Warning regarding multiple MOVE triggers is logged even if conflicting triggers are both KILL,Resolved,"3.2.0, 4.0.0"
HIVE-21591,Using triggers in non-LLAP mode should not require wm queue,Closed,"3.2.0, 4.0.0"
HIVE-21586,Thrift generated cpp files for metastore do not compile,Closed,3.1.0
HIVE-21582,Prefix msck configs with metastore,Closed,4.0.0
HIVE-21573,Binary transport shall ignore principal if auth is set to delegationToken,Closed,3.0.0
HIVE-21564,Load data into a bucketed table is ignoring partitions specs and loads data into default partition.,Closed,4.0.0
HIVE-21540,Query with join condition having date literal throws SemanticException.,Closed,"3.1.0, 3.1.1"
HIVE-21539,GroupBy + where clause on same column results in incorrect query rewrite,Closed,4.0.0
HIVE-21538,Beeline: password source though the console reader did not pass to connection param,Closed,3.1.0
HIVE-21536,Backport HIVE-17764 to branch-2.3,Closed,2.3.4
HIVE-21531,Vectorization: all NULL hashcodes are not computed using Murmur3,Closed,"3.1.1, 4.0.0"
HIVE-21517,Fix AggregateStatsCache,Closed,3.1.1
HIVE-21516,Fix spark downloading for q tests,Closed,3.1.1
HIVE-21513,ACID: Running merge concurrently with minor compaction causes a later select * to throw exception ,Closed,"3.1.1, 4.0.0"
HIVE-21508,ClassCastException when initializing HiveMetaStoreClient on JDK10 or newer,Closed,"2.3.4, 3.2.0"
HIVE-21507,Hive swallows NPE if no delegation token found,Closed,3.1.1
HIVE-21501,Invisible views using ODBC ,Resolved,3.1.0
HIVE-21499,should not remove the function from registry if create command failed with AlreadyExistsException,Closed,3.1.0
HIVE-21497,Direct SQL exception thrown by PartitionManagementTask,Closed,4.0.0
HIVE-21496,Automatic sizing of unordered buffer can overflow,Closed,4.0.0
HIVE-21493,BuddyAllocator - Metrics count for allocated arenas wrong if preallocation is done,Closed,3.1.1
HIVE-21489,EXPLAIN command throws ClassCastException in Hive,Closed,"2.3.4, 3.1.2"
